Untitled,Pronunciation,Part of speech,English
deogllösíonn,/ˈdʲeɟɫøːˌʃiːɔnˠ/ [ˈdʲeɟɫøːʃiːnˠ],v.,avert
deogllösíonn,/ˈdʲeɟɫøːˌʃiːɔnˠ/ [ˈdʲeɟɫøːʃiːnˠ],v.,deter
deoinseann,/dʲɔɲˈʃəunˠ/,v.,download
der,/dʲeɾ/,det.,the
der,/dʲeɾ/,det.,of
der,/dʲeɾ/,det.,of the
der,/dʲeɾ/,det.,the
deuab,/dʲuə̯bˠ/,nm.,bully
deuatög,/ˈdʲuə̯tʲøːg/,nf.,midday
deuatög,/ˈdʲuə̯tʲøːg/,nf.,lunch
deua,/dʲuə̯/,nnt.,skill
deua,/dʲuə̯/,nnt.,talent
deuipíonn,/ˈdʲʊpʲiːɔnˠ/ [ˈdʲʊpʲiːnˠ],v.,inhale
deunaíonn,/ˈdʲʊŋaˌiːɔnˠ/ [ˈdʲʊŋiːnˠ],v.,lift
deunaíonn,/ˈdʲʊŋaˌiːɔnˠ/ [ˈdʲʊŋiːnˠ],v.,climb
deunaíonn,/ˈdʲʊŋaˌiːɔnˠ/ [ˈdʲʊŋiːnˠ],v.,boost
desʲ,/dʲesʲ/,det.,of
desʲ,/dʲesʲ/,det.,of the
de,/dʲe/,conj.,even
de,/dʲe/,det.,the
dep,/dʲepʲ/,interj.,hello
doiatán,/ˈdˠɪtˠæːnʲ/,nm.,knight
doigír,/ˈdˠɔgiːɾ/,nf.,version
doilleaunn,/ˈdˠɔlaʊnˠ/,nf.,drawer
doiste,/ˈdˠɔʃtʲe/,nm.,dish
doip,/dˠɔpʲ/,nnt.,restaurant
doegeann,/dˠeˈgəunˠ/,v.,pluck
doe,/dˠe/,nnt.,merchandise
doepeann,/ˈdˠɔpʲəunˠ/,v.,foresee
donaíonn,/ˈdˠɔnˠaˌiːɔnˠ/ [ˈdˠɔnˠiːnˠ],v.,withdraw
do,/dˠɔ/,prep.,for
dop,/dˠɔpˠ/,adj.,physical
dop,/dˠɔpˠ/,adj.,tangible
dögät,/dʲøːˈgɛːtˠ/,nnt.,monster
dönfán,/ˈdʲøːnʲfʲæːnʲ/,nm.,spice
dön,/dʲøːɲ/,adj.,smart
döp,/dˠøːpʲ/,nnt.,owl
drains,/dˠʁanʲʃ/,adj.,sore
draisí,/dˠʁaˈʃiː/,nf.,pleasure
draíocht,/dˠʁiːˈɔxtˠ/ [dˠʁiːxtˠ],nnt.,magic
draíonn,/dˠʁaˈiːɔnˠ/ [dˠʁiːnˠ],v.,grow
draíonn,/dˠʁaˈiːɔnˠ/ [dˠʁiːnˠ],v.,flourish
draßaíonn,/ˈdˠʁasˠaˌiːɔnˠ/ [ˈdˠʁasˠiːnˠ],v.,frown
driaerzeuig,/ˈdʲɾaɾʒɔʏg/,nf.,lag
driaeßiubuegín,/dʲɾaˈʃɪbˠʊˌgiːnʲ/,nm.,product (item made)
driang,/dʲɾaŋ/,conj.,or
driann,/dʲɾɪnˠ/,nnt.,flaw
driann,/dʲɾɪnˠ/,nnt.,defect
driann,/dʲɾɪnˠ/,nnt.,scar
driau,/dʲɾaʊ̯/,nnt.,bat (club)
driomhpfóir,/ˈdʲɾɔmˠpˠfˠoːiɾ/ [ˈdʲɾɔmˠpˠfˠoːɾ],nm.,database
driost,/dʲɾɔsˠtˠ/,adj.,empty
driost,/dʲɾɔsˠtˠ/,adj.,vacant
driost,/dʲɾɔsˠtˠ/,adj.,hollow
driost,/dʲɾɔsˠtˠ/,adj.,naked
driost,/dʲɾɔsˠtˠ/,adj.,nude
driuc,/dʲɾʊk/,nm.,bargain
driuesciaíonn,/dʲɾʊʃˈcaiːˌɔnˠ/ [dʲɾʊʃˈciːnˠ],v.,pant
driunaíonn,/ˈdʲɾʊŋaˌiːɔnˠ/ [ˈdʲɾʊŋiːnˠ],v.,flow
driunaíonn,/ˈdʲɾʊŋaˌiːɔnˠ/ [ˈdʲɾʊŋiːnˠ],v.,leak
driu,/dʲɾʊ/,adj.,able
driu,/dʲɾʊ/,adj.,capable
driu,/dʲɾʊ/,adj.,competent
dreaf,/dʲɾafˠ/,nm.,state (condition)
dreaig,/dʲɾag/,nnt.,play (stage play)
dreanóir,/ˈdʲɾaŋoːiɾ/ [ˈdʲɾaŋoːɾ],nm.,impulse
dreaíonn,/dʲɾaˈiːɔnˠ/ [dʲɾiːnˠ],v.,separate
dreg,/dʲɾeg/,adj.,powerful
dreifrain,/ˈdʲɾaɪ̯fˠʁaɲ/,nnt.,apron
dreostdurcagaest <geaist></geaist>,/ˈdʲɾɔsˠtˠdˠʊʁˌkaɟaʃtʲ ˈgaist&gt;/,nf.,void
dreuchán,/ˈdʲɾɔʏ̯xæːnʲ/,nm.,suitcase
dreua,/dʲɾuə̯/,adj.,critical
dreuireann,/dʲɾʊˈɾəunˠ/,v.,indulge
drobräc,/dˠʁɔbˠˈʁɛːk/,nm.,thunder
droiann,/dˠʁɪnˠ/,nm.,destruction
droill,/dˠʁɪl/,nnt.,joint
droeliaunn,/dˠʁeˈlaʊnˠ/,nf.,torso
droellíonn,/dˠʁɔˈliːɔnˠ/ [dˠʁɔˈliːnˠ],v.,wish
droellíonn,/dˠʁɔˈliːɔnˠ/ [dˠʁɔˈliːnˠ],v.,crave
droellíonn,/dˠʁɔˈliːɔnˠ/ [dˠʁɔˈliːnˠ],v.,beg
droeumhpfaíonn,/ˈdˠʁɔʏ̯mˠpˠfˠaˌiːɔnˠ/ [ˈdˠʁɔʏ̯mˠpˠfˠiːnˠ],v.,drive
droeumhpfaíonn,/ˈdˠʁɔʏ̯mˠpˠfˠaˌiːɔnˠ/ [ˈdˠʁɔʏ̯mˠpˠfˠiːnˠ],v.,chase
droeumhpfaíonn,/ˈdˠʁɔʏ̯mˠpˠfˠaˌiːɔnˠ/ [ˈdˠʁɔʏ̯mˠpˠfˠiːnˠ],v.,steer
droesán,/dˠʁeˈʃæːnʲ/,nm.,child (young human being)
droe,/dˠʁe/,adj.,careful
drotán,/ˈdˠʁɔtˠæːnʲ/,nm.,meat
dröfóir,/dʲɾøːˈfʲoːiɾ/ [dʲɾøːˈfʲoːɾ],nm.,bulb (plant root)
drublueid,/ˈdˠʁʊbˠɫaɪ̯dˠ/,nm.,anger
druicheugaíonn,/dˠʁɪˈçeɟaˌiːɔnˠ/ [dˠʁɪˈçeɟiːnˠ],v.,relax
druerlleazann,/ˈdˠʁeɾlaʦanˠ/,v.,sit
druepög,/ˈdˠʁʊpʲøːg/,nf.,oval
drups,/dˠʁʊpˠsˠ/,nnt.,box
dráchténsír,/ˈdʲɾæːçtʲeːnˠsˠiːɾ/,nf.,fertility
drálíonn,/dʲɾæːˈliːɔnˠ/ [dʲɾæːˈliːnˠ],v.,capture
drálíonn,/dʲɾæːˈliːɔnˠ/ [dʲɾæːˈliːnˠ],v.,seize
drálíonn,/dʲɾæːˈliːɔnˠ/ [dʲɾæːˈliːnˠ],v.,kidnap
dráeadz,/dˠʁæːˈəu̯dˠʦ/,adj.,green
dráeadz,/dˠʁæːˈəu̯dˠʦ/,adj.,raw
dréc,/dˠʁeːk/,nm.,report
drég,/dʲɾeːg/,nnt.,propaganda
drél,/dʲɾeːl/,adv.,tomorrow
drénoepsíonn,/dˠʁeːˈnˠɔpʲʃiːˌɔnˠ/ [dˠʁeːˈnˠɔpʲʃiːnˠ],v.,name
drénoepsíonn,/dˠʁeːˈnˠɔpʲʃiːˌɔnˠ/ [dˠʁeːˈnˠɔpʲʃiːnˠ],v.,dub
drénög,/ˈdˠʁeːɲøːg/,nf.,province
dréns,/dˠʁeːnˠsˠ/,adj.,mobile
dréns,/dˠʁeːnˠsˠ/,adj.,portable
dríg,/dˠʁiːg/,adj.,stupid
dríg,/dˠʁiːg/,adj.,dumb
dríochtcunstaubair,/ˈdˠʁiːɔxtˠˌkʊnˠsˠtˠaʊbˠaɾ/ [ˈdˠʁiːxtˠkʊnˠsˠˌtˠaʊbˠaɾ],nf.,witchcraft
dríocht,/ˈdˠʁiːɔxtˠ/ [dˠʁiːxtˠ],nnt.,witch
drósí,/ˈdʲɾoːʃiː/,nf.,apple
drúz,/dʲɾuːʦ/,nnt.,distance
drúz,/dʲɾuːʦ/,nnt.,length
drúmpf,/dʲɾuːmʲpʲfʲ/,det.,both
drúrúzóir,/ˈdʲɾuːɾuːˌʦoːiɾ/ [ˈdʲɾuːɾuːʦoːɾ],nm.,romance
duinsóir,/ˈdˠʊɲʃoːiɾ/ [ˈdˠʊɲʃoːɾ],nm.,poison
duebhásí,/dˠeˈvʲæːʃiː/,nf.,tension
durcaheit,/ˈdˠʊʁkaˌhaɪtʲ/,nm.,darkness
durcaheit,/ˈdˠʊʁkaˌhaɪtʲ/,nm.,dark
durca,/ˈdˠʊʁka/,adj.,dark
dut,/dˠʊtˠ/,nm.,song
düd,/dˠʏːdˠ/,nm.,taxi
düd,/dˠʏːdˠ/,nm.,cab
düstúir,/ˈdˠʏːʃtʲuːiɾ/ [ˈdˠʏːʃtʲuːɾ],nm.,stuff
düstúir,/ˈdˠʏːʃtʲuːiɾ/ [ˈdˠʏːʃtʲuːɾ],nm.,property
dü,/dˠʏː/,nnt.,diaper
dáimh,/dˠaːvʲ/,pron.,you
dáisimh,/dˠaːˈʃɪmʲ/,pron.,y'all
dáisimh,/dˠaːˈʃɪmʲ/,pron.,you all
dáisimh,/ˈdˠaːʃɪmʲ/,pron.,y'all
dáisimh,/ˈdˠaːʃɪmʲ/,pron.,you all
dáesimh,/dˠaːˈʃɪvʲ/,pron.,y'all
dáesimh,/dˠaːˈʃɪvʲ/,pron.,you all
dáesimh,/dˠaːˈʃɪvʲ/,pron.,y'all
dáesimh,/dˠaːˈʃɪvʲ/,pron.,you all
dán,/dʲæːnʲ/,conj.,either
dédzeann,/dˠeːdʲˈʒəunˠ/,v.,mean (signify)
dédzeann,/dˠeːdʲˈʒəunˠ/,v.,imply
débhíonn,/dʲeːˈvʲiːɔnˠ/ [dʲeːˈvʲiːnˠ],v.,situate
démíonn,/dʲeːˈmʲiːɔnˠ/ [dʲeːˈmʲiːnˠ],v.,audit
démíonn,/dʲeːˈmʲiːɔnˠ/ [dʲeːˈmʲiːnˠ],v.,probe
détíonn,/ˈdʲeːtʲiːɔnˠ/ [ˈdʲeːtʲiːnˠ],v.,supplement
dé,/dʲeː/,nnt.,maze
dífíonn,/ˈdˠiːfʲiːɔnˠ/ [ˈdˠiːfʲiːnˠ],v.,do
dícheomm,/dʲiːˈçɔmˠ/,nm.,kink (sharp twist)
díe,/ˈdʲiːe/ [dʲiː],det.,the
díe,/ˈdʲiːe/ [dʲiː],det.,the
díe,/ˈdʲiːe/ [dʲiː],det.,the
díe,/dʲiːˈe/ [dʲiː],det.,the
díe,/ˈdʲiːe/ [dʲiː],det.,the
díe,/dʲiːˈe/ [dʲiː],det.,the
díe,/ˈdʲiːe/ [dʲiː],det.,the
dínsoeuig,/ˈdʲiːnˠsˠɔʏg/,nf.,toe
dín,/dʲiːnʲ/,det.,the
díonn,/ˈdˠiːɔnˠ/ [dˠiːnˠ],v.,carry out
díonn,/dʲiːˈɔnˠ/ [dʲiːnˠ],v.,crawl
dísann,/ˈdʲiːsˠanˠ/,v.,bite
dísann,/ˈdʲiːsˠanˠ/,v.,chew
dí,/dʲiː/,pron.,to her
dóim,/ˈdˠoːɪmʲ/ [dˠoːmʲ],pron.,to me (fem)
dóm,/dˠoːmʲ/,pron.,to me (masc)
dónán,/ˈdˠoːɲæːnʲ/,nm.,guy
dóste,/dˠoːʃˈtʲe/,nm.,object
dó,/dˠoː/,adj.,serial
dó,/dˠoː/,pron.,to him
dó,/dˠoː/,pron.,to it
dó,/dˠoː/,pron.,them (sing)
dúfann,/ˈdˠuːfˠanˠ/,v.,construct
dúbh,/dˠuːvˠ/,nm.,pumpkin
dúinn,/dˠuːˈɪnʲ/ [dˠuːnʲ],pron.,to us (masc)
dúit,/dˠuːˈɪtʲ/ [dˠuːtʲ],pron.,to you
dúlliaunn,/ˈdʲuːlaʊnˠ/,nf.,mammal
dúmidh,/dˠuːˈmʲɪ/,pron.,to me
dúnn,/dˠuːnˠ/,pron.,to us
dún,/dˠuːnˠ/,pron.,to us (fem)
dúreann,/ˈdʲuːɾəunˠ/,v.,break
dúreann,/ˈdʲuːɾəunˠ/,v.,crash
dút,/dʲuːtˠ/,nnt.,flood
dút,/dʲuːtˠ/,nnt.,tide
dúín,/ˈdˠuːiːnʲ/,v.,charge
afann,/ˈafˠanˠ/,v.,take
afann,/ˈafˠanˠ/,v.,receive
afaíonn,/ˈafˠaˌiːɔnˠ/ [ˈafˠiːnˠ],v.,graze (feed on)
afoeueg,/ˈafˠɔʏg/,nf.,hub (center of activity)
af,/afˠ/,nm.,corn
afést,/ˈafˠeːsˠtˠ/,adj.,extinct
afúrt,/ˈafˠuːʁtˠ/,nnt.,snake
acaerteann,/ˈakaɾˌtʲəunˠ/,v.,hike
achann,/ˈaxanˠ/,v.,miss (long for)
achtír,/axˈtˠiːɾ/,nf.,gate
ach,/ax/,nnt.,fat (bodily substance)
achépsíonn,/ˈaxeːpʲˌʃiːɔnˠ/ [ˈaxeːpʲʃiːnˠ],v.,lead
achóir,/ˈaxoːiɾ/ [ˈaxoːɾ],nm.,contract
ac,/ak/,nm.,boat
adzéir,/adˠˈʦeːiɾ/ [adˠˈʦeːɾ],nm.,paradise
ad,/adˠ/,nm.,diameter
abhaíonn,/aˈvˠaiːˌɔnˠ/ [aˈwiːnˠ],v.,train
abllí,/ˈabˠɫiː/,adj.,dry
abllí,/ˈabˠɫiː/,adj.,sober
abróloeuig,/ˈabˠʁoːˌɫɔʏg/,nf.,pyramid
abueair,/aˈbˠəuɾ/,conj.,but
agallzán,/aˈɟaɫʦæːnʲ/,nm.,genocide
agann,/ˈaɟanˠ/,v.,gather
ag,/aɟ/,prep.,at
agúir,/aˈɟuːiɾ/ [aˈɟuːɾ],nm.,faith
aif,/afʲ/,adj.,precious
aifínn,/ˈafʲiːnˠ/,nnt.,intestine
aifíonn,/aˈfʲiːɔnˠ/ [aˈfʲiːnˠ],v.,identify
aichtiaezíonn,/ˈaçtʲaˌʒiːɔnˠ/ [ˈaçtʲaʒiːnˠ],v.,pray
aidiamm,/ˈadʲamˠ/,nnt.,wrist
aidz,/adʲʒ/,nnt.,memento
aibhéir,/aˈvʲeːiɾ/ [aˈvʲeːɾ],nm.,file
aigeann,/ˈagəunˠ/,v.,confuse
aigíonn,/ˈagiːɔnˠ/ [ˈagiːnˠ],v.,rock (move back and forth)
aizeann,/aˈʒəunˠ/,v.,transfer
aizea,/ˈaʒa/,nnt.,crystal
aizea,/ˈaʒa/,nnt.,prism
aiz,/aʒ/,nnt.,crumb
aizíonn,/aˈʒiːɔnˠ/ [aˈʒiːnˠ],v.,govern
aizíonn,/aˈʒiːɔnˠ/ [aˈʒiːnˠ],v.,reign
ailböl,/alˈbʲøːl/,adj.,ignorant
ailleaunn,/ˈalaʊnˠ/,nf.,powder
aillóir,/ˈaloːiɾ/ [ˈaloːɾ],nm.,brother
ail,/al/,nnt.,cave
aimíonn,/ˈamʲiːɔnˠ/ [ˈamʲiːnˠ],v.,shock
aimíonn,/ˈamʲiːɔnˠ/ [ˈamʲiːnˠ],v.,stun
aimpfíonn,/ˈamʲpʲfʲiːɔnˠ/ [ˈamʲpʲfʲiːnˠ],v.,cooperate
ainf,/anʲfʲ/,conj.,since
ains,/aɲʃ/,nnt.,brick
ains,/anʲʃ/,nnt.,power
ain,/anʲ/,adj.,aesthetic
ainín,/aˈɲiːnʲ/,nm.,axis
ainín,/aˈɲiːnʲ/,nm.,axle
aird,/aɾdʲ/,nnt.,average
airzír,/ˈaɾʒiːɾ/,nf.,tablet
airzír,/ˈaɾʒiːɾ/,nf.,slab
airzír,/ˈaɾʒiːɾ/,nf.,brick
airzír,/ˈaɾʒiːɾ/,nf.,loaf
airzír,/ˈaɾʒiːɾ/,nf.,cake
airíonn,/aˈɾiːɔnˠ/ [aˈɾiːnˠ],v.,feel (examine by touch)
aiscúß,/ˈaʃcuːsˠ/,nm.,toilet
aisí,/ˈaʃiː/,nf.,shelf
aisí,/ˈaʃiː/,nf.,rack
aisí,/ˈaʃiː/,nf.,ledge
ait,/atʲ/,nnt.,show (performance)
aitíonn,/ˈatʲiːɔnˠ/ [ˈatʲiːnˠ],v.,balance
aitíonn,/ˈatʲiːɔnˠ/ [ˈatʲiːnˠ],v.,poise
aipäraíonn,/ˈapʲɛːˌʁaiːɔnˠ/ [ˈapʲɛːʁiːnˠ],v.,soak
aipt,/apʲtʲ/,nnt.,rice
azann,/aˈʦanˠ/,v.,dine
azaíonn,/ˈaʦaˌiːɔnˠ/ [ˈaʦiːnˠ],v.,reject
azoeuig,/aˈʦɔʏg/,nf.,coincidence
az,/aʦ/,adj.,cool (fashionable)
alang,/ˈaɫaŋ/,prep.,along
alang,/ˈaɫaŋ/,prep.,down
al,/aɫ/,adv.,back
aechíonn,/ˈaçiːɔnˠ/ [ˈaçiːnˠ],v.,call (refer to by name)
aecúst,/aˈcuːsˠtˠ/,nnt.,hole
aecúst,/aˈcuːsˠtˠ/,nnt.,tunnel
aecúst,/aˈcuːsˠtˠ/,nnt.,gap
aecúst,/aˈcuːsˠtˠ/,nnt.,crack
aecúst,/aˈcuːsˠtˠ/,nnt.,well
aebh,/avʲ/,nnt.,respect
aebh,/avʲ/,nnt.,awe
aezöch,/ˈaʒøːx/,nm.,accent (of language)
aeliaillög,/ˈalaløːg/,nf.,circuit
aelliu,/ˈalʊ/,adj.,generic
aelín,/ˈaliːnʲ/,nf.,speed
aelín,/ˈaliːnʲ/,nf.,velocity
aemheann,/ˈamʲəunˠ/,v.,win
aem,/amʲ/,adj.,skilled
aenféir,/anʲˈfʲeːiɾ/ [anʲˈfʲeːɾ],nm.,hatch
aenfíonn,/ˈanʲfʲiːɔnˠ/ [ˈanʲfʲiːnˠ],v.,masturbate
aeneagéir,/ˈaɲeˌɟeːiɾ/ [ˈaɲeɟeːɾ],nm.,novice
aeneagéir,/ˈaɲeˌɟeːiɾ/ [ˈaɲeɟeːɾ],nm.,rookie
aen,/aɲ/,adv.,up
aenágeann,/ˈaɲæːˌgəunˠ/,v.,regret
aenágeann,/ˈaɲæːˌgəunˠ/,v.,lament
aeníonn,/ˈaɲiːɔnˠ/ [ˈaɲiːnˠ],v.,escort
aerzíonn,/ˈaɾʒiːɔnˠ/ [ˈaɾʒiːnˠ],v.,extend
aereairíonn,/ˈaɾaˌɾiːɔnˠ/ [ˈaɾaɾiːnˠ],v.,peer
aerteann,/ˈaɾtʲəunˠ/,v.,humiliate
aesteann,/aʃˈtʲəunˠ/,v.,bend
aesíonn,/aˈʃiːɔnˠ/ [aˈʃiːnˠ],v.,sentence
aesíonn,/aˈʃiːɔnˠ/ [aˈʃiːnˠ],v.,punish
aepf,/apʲfʲ/,nnt.,butt
aepf,/apʲfʲ/,prep.,within
amhéir,/ˈamˠeːiɾ/ [ˈamˠeːɾ],nm.,banner
amhéir,/ˈamˠeːiɾ/ [ˈamˠeːɾ],nm.,advertisement
anann,/aˈŋanˠ/,v.,prosecute
anaíonn,/aˈŋaiːˌɔnˠ/ [aˈŋiːnˠ],v.,set
ang,/aŋ/,adv.,about
anz,/aːnˠʦ/,pron.,us (fem)
anz,/aːnˠʦ/,pron.,us
anonn,/ˈanˠɔnˠ/,v.,glow
ansaíonn,/ˈaŋsˠaˌiːɔnˠ/ [ˈaŋsˠiːnˠ],v.,compose
ans,/anˠsˠ/,det.,every
ans,/anˠsˠ/,det.,each
ans,/aŋsˠ/,adv.,most
ansír,/anˠˈsˠiːɾ/,nf.,flower
antuilín,/ˈanˠtˠʊliːnʲ/,nf.,hawk
an,/anˠ/,prep.,on
an,/anˠ/,prep.,to
anéir,/ˈaŋeːiɾ/ [ˈaŋeːɾ],nm.,insect
anír,/ˈanˠiːɾ/,nf.,tape
anórd,/ˈanˠoːʁdˠ/,nm.,chaos
anórdí,/ˈanˠoːʁdˠiː/,nm.,chaos (god)
ard,/aʁdˠ/,nnt.,theme
ard,/aʁdˠ/,nnt.,chorus
arann,/ˈaʁanˠ/,v.,resent
arzann,/ˈaʁʦanˠ/,v.,sigh
arzueueg,/ˈaʁʦɔʏg/,nf.,chime
artaíonn,/ˈaʁtˠaˌiːɔnˠ/ [ˈaʁtˠiːnˠ],v.,bribe
artög,/aʁˈtˠøːg/,nf.,goose
ar,/aʁ/,det.,more
auf,/ˈaʊfˠ/,prep.,on
auf,/ˈaʊfˠ/,prep.,upon
auch,/aʊ̯ç/,nnt.,breed
auchésí,/ˈaʊ̯çeːʃiː/,nf.,orphan
auchíonn,/aʊ̯ˈçiːɔnˠ/ [aʊ̯ˈçiːnˠ],v.,rely on
augeann,/aʊ̯ˈgəunˠ/,v.,crack
augíonn,/ˈaʊ̯giːɔnˠ/ [ˈaʊ̯giːnˠ],v.,predict
auzann,/aʊ̯ˈʦanˠ/,v.,protest
auzann,/aʊ̯ˈʦanˠ/,v.,resist
auzír,/ˈaʊ̯ʦiːɾ/,nf.,fusion
aullaíonn,/ˈaʊ̯ɫaˌiːɔnˠ/ [ˈaʊ̯ɫiːnˠ],v.,drink
aulán,/aʊ̯ˈlæːnʲ/,nm.,present (time)
aulíonn,/aʊ̯ˈliːɔnˠ/ [aʊ̯ˈliːnˠ],v.,define
aumhpiuet,/ˈaʊ̯mʲpʲʊtʲ/,nnt.,week
aunfúir,/ˈaʊ̯nˠfˠuːiɾ/ [ˈaʊ̯nˠfˠuːɾ],nm.,triangle
aunn,/aʊ̯nˠ/,nm.,plastic
aunseann,/ˈaʊ̯nʲʃəunˠ/,v.,obey
aunstaíonn,/ˈaʊ̯nˠsˠtˠaˌiːɔnˠ/ [ˈaʊ̯nˠsˠtˠiːnˠ],v.,watch
aunéir,/ˈaʊ̯ɲeːiɾ/ [ˈaʊ̯ɲeːɾ],nm.,reservoir
aunír,/ˈaʊ̯ɲiːɾ/,nf.,giant
aunúir,/ˈaʊ̯ɲuːiɾ/ [ˈaʊ̯ɲuːɾ],nm.,tiger
aur,/aʊ̯ɾ/,prep.,up
aus,/aˈʊsˠ/,prep.,out
auséir,/aʊ̯ˈʃeːiɾ/ [aʊ̯ˈʃeːɾ],nm.,coffee
ausí,/aʊ̯ˈʃiː/,nf.,wrinkle
aut,/aʊ̯tʲ/,adj.,neat
au,/aʊ̯/,adj.,major
aupfín,/aʊ̯pʲˈfʲiːnʲ/,nm.,update
auptán,/aʊ̯pˠˈtˠæːnʲ/,nm.,sadness
auptán,/aʊ̯pˠˈtˠæːnʲ/,nm.,sorrow
auptán,/aʊ̯pʲˈtʲæːnʲ/,nm.,zombie
astann,/ˈasˠtˠanˠ/,v.,instruct
ast,/asˠtˠ/,adj.,fast
at,/atˠ/,nm.,shame
at,/atˠ/,nm.,stigma
at,/atˠ/,nm.,guilt
a,/a/,det.,much
aíonn,/ˈaiːɔnˠ/ [iːnˠ],v.,know (be acquainted with)
apf,/apˠfˠ/,nnt.,tower
aps,/apˠsˠ/,adj.,small
aps,/apˠsˠ/,adj.,little
apsán,/apˠˈsˠæːnʲ/,nm.,experience
apséir,/ˈapˠsˠeːiɾ/ [ˈapˠsˠeːɾ],nm.,fang
apt,/apˠtˠ/,det.,all
aß,/asˠ/,adj.,blank
aß,/asˠsˠ/,adj.,passive
äf,/ɛːfˠ/,nnt.,receipt
äfín,/ˈɛːfʲiːnʲ/,nm.,remnant
äch,/ɛːç/,nnt.,stamp
äch,/ɛːç/,nnt.,badge
ächí,/ˈɛːçiː/,adj.,corrupt
ädh,/ɛːvʲ/,adj.,superb
äbhaíonn,/ˈɛːvˠaˌiːɔnˠ/ [ˈɛːwiːnˠ],v.,invent
äbhín,/ɛːˈvʲiːnʲ/,nm.,lottery
ägann,/ˈɛːɟanˠ/,v.,shatter
ägaíonn,/ɛːˈɟaiːˌɔnˠ/ [ɛːˈɟiːnˠ],v.,convince
äg,/ɛːɟ/,nm.,traffic
äzann,/ɛːˈʦanˠ/,v.,borrow
äzaupfán,/ˈɛːʦaʊ̯pʲfʲæːnʲ/,nm.,sheep
äzéir,/ˈɛːʒeːiɾ/ [ˈɛːʒeːɾ],nm.,comment
äzíonn,/ˈɛːʒiːɔnˠ/ [ˈɛːʒiːnˠ],v.,doubt
äzóir,/ˈɛːʦoːiɾ/ [ˈɛːʦoːɾ],nm.,arsenal
äzúir,/ˈɛːʦuːiɾ/ [ˈɛːʦuːɾ],nm.,throat
älzann,/ˈɛːɫʦanˠ/,v.,employ
älzann,/ˈɛːɫʦanˠ/,v.,recruit
ällaíonn,/ɛːˈɫaiːˌɔnˠ/ [ɛːˈɫiːnˠ],v.,keep (not return)
ällbaunann,/ˈɛːɫbˠaʊ̯ŋanˠ/,v.,suspect
ällbaunann,/ˈɛːɫbˠaʊ̯ŋanˠ/,v.,assume
ällbaunann,/ˈɛːɫbˠaʊ̯ŋanˠ/,v.,presume
älliaunn,/ɛːˈlaʊnˠ/,nf.,souvenir
ällz,/ɛːɫʦ/,adj.,cheap
äl,/ɛːɫ/,nnt.,casino
ämhann,/ɛːˈmˠanˠ/,v.,deploy
ämheuig,/ˈɛːmʲɔʏg/,nf.,mess
ämheuig,/ˈɛːmʲɔʏg/,nf.,rubble
ämheuig,/ˈɛːmʲɔʏg/,nf.,debris
ämh,/ɛːmʲ/,nnt.,wallet
ämm,/ɛːmˠ/,nm.,kitten
änann,/ɛːˈŋanˠ/,v.,visit
äng,/ɛːŋ/,pron.,someone
änn,/ɛːnˠ/,nm.,crust
äns,/ɛːŋsˠ/,adj.,bloody
änín,/ɛːˈŋiːnʲ/,nm.,ceremony
ärd,/ɛːɾdʲ/,prep.,for (the purpose of)
ärann,/ˈɛːʁanˠ/,v.,authorize
äraíonn,/ˈɛːʁaˌiːɔnˠ/ [ˈɛːʁiːnˠ],v.,applaud
ärz,/ɛːɾʒ/,nnt.,waiter
äreann,/ɛːˈɾəunˠ/,v.,keep (save, retain)
ärmeoig,/ˈɛːɾmʲɔg/,nnt.,plot
ärmúdh,/ˈɛːʁmˠuːvʲ/,conj.,while
ärueuig,/ˈɛːʁɔʏg/,nf.,potato
är,/ɛːɾ/,adv.,sometimes
ärúir,/ˈɛːʁuːiɾ/ [ˈɛːʁuːɾ],nm.,belt
ärúir,/ˈɛːʁuːiɾ/ [ˈɛːʁuːɾ],nm.,strap
äsí,/ɛːˈʃiː/,nf.,origin
ätann,/ˈɛːtˠanˠ/,v.,blink
ät,/ɛːtˠ/,nm.,ass
ätíonn,/ɛːˈtʲiːɔnˠ/ [ɛːˈtʲiːnˠ],v.,contradict
ä,/ɛː/,nnt.,field
ä,/ɛː/,nnt.,pasture
ä,/ɛː/,nnt.,prairie
äpeann,/ˈɛːpʲəunˠ/,v.,inspire
äpög,/ɛːˈpˠøːg/,nf.,supervisor
äps,/ɛːpʲʃ/,nnt.,cart
äpt,/ɛːpˠtˠ/,nnt.,eagle
äp,/ɛːpʲ/,nnt.,clothing
baf,/bˠafˠ/,nnt.,bubble
baf,/bˠafˠ/,nnt.,foam
badh,/bˠavˠ/,nm.,period (duration of time)
bagaeueg,/ˈbˠaɟɔʏg/,nf.,gut
bahermúgaist <giaist></giaist>,/ˈbˠaheɾˌmʲuːɟaʃtʲ ˈgaist&gt;/,nf.,yazata
bahermú,/ˈbˠaheɾmʲuː/,nm.,cosmos
bahermú,/ˈbˠaheɾmʲuː/,nnt.,space
baigh,/ˈbʲaɪ/,prep.,at
baigh,/ˈbʲaɪ/,prep.,near
baigh,/ˈbʲaɪ/,prep.,by
baigíonn,/ˈbˠagiːɔnˠ/ [ˈbˠagiːnˠ],v.,date
bai,/bˠɪ/,adj.,right
bai,/bˠɪ/,adj.,correct
