Untitled,Pronunciation,Part of speech,English
zésaíonn,/ˌʦeːsˠaˈiːɔnˠ/ [ˈʦeːsˠiːnˠ],v.,insult
zésaíonn,/ˌʦeːsˠaˈiːɔnˠ/ [ˈʦeːsˠiːnˠ],v.,mock
zéptaeueg,/ʦeːpˠˈtˠɔʏg/,nf.,nut
zéptaeueg,/ʦeːpˠˈtˠɔʏg/,nf.,seed
zéptaeueg,/ʦeːpˠˈtˠɔʏg/,nf.,grain
zích,/ʦiːx/,adv.,only
zích,/ʦiːx/,adv.,merely
zích,/ʦiːx/,adv.,hardly
zíc,/ʦiːk/,nm.,jar
zíc,/ʦiːk/,nm.,vase
zídüsír,/ʦiːˈdʲʏːʃiːɾ/,nf.,brass
zígeueg,/ʦiːˈgɔʏg/,nf.,cellar
zíg,/ʦiːɟ/,nm.,leisure
zíg,/ʦiːɟ/,nm.,recreation
zínín,/ˈʦiːŋiːnʲ/,nm.,folder
zíonn,/ˈʦiːɔnˠ/ [ʦiːnˠ],v.,ring
zír,/ʦiːʁ/,prep.,for (the purpose of)
zísí,/ˈʦiːʃiː/,nf.,professor
zí,/ʦiː/,pron.,they (masc)
zí,/ʦiː/,adj.,local
zózi,/ˈʦoːʒɪ/,nnt.,lottery
zólín,/ˈʦoːliːnʲ/,nf.,carpet
zólín,/ˈʦoːliːnʲ/,nf.,rug
zónaíonn,/ˌʦoːnˠaˈiːɔnˠ/ [ˈʦoːnˠiːnˠ],v.,crawl
zórann,/ˈʦoːʁanˠ/,v.,approach
zósóir,/ʦoːˈʃoːiɾ/ [ˈʦoːʃoːɾ],nm.,vehicle
zúchtög,/ˈʦuːxtˠøːg/,nf.,tone
zúchtög,/ˈʦuːxtˠøːg/,nf.,pitch
zúchtög,/ˈʦuːxtˠøːg/,nf.,hue
zúdzög,/ˈʦuːdʲʒøːg/,nf.,carriage
zúdzög,/ˈʦuːdʲʒøːg/,nf.,cart
zúmhiaurzánrea,/ʦuːˌmʲaʊ̯ʁʦæːˈnʲɾəu/,nm.,graveyard
zúmheaurzán,/ʦuːˈmʲaʊ̯ʁʦæːnʲ/,nm.,grave
zú,/ʦuː/,nnt.,apple
laiz,/ɫaʒ/,adj.,broad
laionn,/ˈɫɪɔnˠ/,v.,recite
laeaíonn,/ɫəu̯ˈiːɔnˠ/ [ˈɫəu̯iːnˠ],v.,need (require)
laeaíonn,/ɫəu̯ˈiːɔnˠ/ [ˈɫəu̯iːnˠ],v.,need (lack)
laerdír,/ˈɫeɾdʲiːɾ/,nf.,story
laerdír,/ˈɫeɾdʲiːɾ/,nf.,fable
laerdír,/ˈɫeɾdʲiːɾ/,nf.,history
laerdír,/ˈɫeɾdʲiːɾ/,nf.,plot
laraeuig,/ɫaˈʁɔʏg/,nf.,hour
laraeuig,/ɫaˈʁɔʏg/,nf.,time
lächeuig,/ɫɛːˈçɔʏg/,nf.,charity
läzán,/ˈlɛːʦæːnʲ/,nm.,helmet
lämóir,/lɛːˈmˠoːiɾ/ [ˈlɛːmˠoːɾ],nm.,bachelor
länaíonn,/ˌlɛːnˠaˈiːɔnˠ/ [ˈlɛːnˠiːnˠ],v.,nominate
läng,/lɛːŋ/,nnt.,urge
lä,/ɫɛː/,nnt.,skill
lä,/ɫɛː/,nnt.,talent
lä,/lɛː/,conj.,or
lä,/lɛː/,conj.,either
läpfóir,/lɛːpˠˈfˠoːiɾ/ [ˈlɛːpˠfˠoːɾ],nm.,root
läpsín,/ˈlɛːpˠsˠiːnʲ/,nm.,choir
liaichtír,/ˈlaçtʲiːɾ/,nf.,dinner
liaisíonn,/laˈʃiːɔnˠ/ [ˈlaʃiːnˠ],v.,perceive
liaechtiauíonn,/ˌlaçtʲaʊ̯ˈiːɔnˠ/ [laçˈtʲaʊ̯iːnˠ],v.,clip
liaechtiauíonn,/ˌlaçtʲaʊ̯ˈiːɔnˠ/ [laçˈtʲaʊ̯iːnˠ],v.,snip
liaechtiauíonn,/ˌlaçtʲaʊ̯ˈiːɔnˠ/ [laçˈtʲaʊ̯iːnˠ],v.,trim
lianaeunogann,/ˌlaŋɔʏ̯ˈŋɔɟanˠ/,v.,fade
liaséir,/laˈsˠeːiɾ/ [ˈlasˠeːɾ],nm.,stomach
liaséir,/laˈsˠeːiɾ/ [ˈlasˠeːɾ],nm.,gut
limhís,/ˈlɪmʲiːʃ/,nnt.,bulb (plant root)
liodzín,/ˈlɪdˠʦiːnʲ/,nm.,mood
liodzín,/ˈlɪdˠʦiːnʲ/,nm.,attitude
lio,/lɔ/,prep.,with (accompanied by)
liteueg,/lɪˈtʲɔʏg/,nf.,avenue
llaeaz,/ɫəu̯ʦ/,prep.,beside
llaeard,/ɫəu̯ɾdʲ/,nnt.,peak
llaearz,/ɫeʁʦ/,adj.,exempt
llanög,/ˈɫaŋøːg/,nf.,temple
llanög,/ˈɫaŋøːg/,nf.,church
llaull,/ɫaʊ̯l/,prep.,of
llaumm,/ɫaʊ̯mˠ/,nm.,trip
llauíonn,/ɫaʊ̯ˈiːɔnˠ/ [ˈɫaʊ̯iːnˠ],v.,graze (touch)
llällü,/ˈɫɛːɫʏ/,adj.,skilled
lläm,/lɛːmʲ/,prep.,during
llärz,/lɛːʁʦ/,nnt.,shovel
llärzíonn,/lɛːɾˈʒiːɔnˠ/ [ˈlɛːɾʒiːnˠ],v.,emphasize
lliaisí,/ˈlaʃiː/,nf.,canyon
lliaedzeann,/ladʲˈʒəunˠ/,v.,mold
lliann,/ˈlɪanˠ/,v.,appreciate
lliansaíonn,/ˌlɪnˠsˠaˈiːɔnˠ/ [ˈlɪnˠsˠiːnˠ],v.,offend
llileaunn,/lɪˈlaʊnˠ/,nf.,sister
llineonn,/lɪˈɲeɔnˠ/,v.,please
llineonn,/lɪˈɲeɔnˠ/,v.,satisfy
lliog,/lɔɟ/,nnt.,composite
lliog,/lɔɟ/,nnt.,hybrid
lliohe,/ˈlɔhe/,nnt.,villain
llioilín,/ˈlɔliːnʲ/,nm.,tape
lliozaeuig,/lɔˈʦɔʏg/,nf.,ant
lliollann,/ˈlɪɫanˠ/,v.,vote
lliollann,/ˈlɪɫanˠ/,v.,elect
llionfaíonn,/ˌlɪnˠfˠaˈiːɔnˠ/ [ˈlɪnˠfˠiːnˠ],v.,breed
llionsaíonaich,/lɪnˠˌsˠaiːˈɔnˠɪç/ [lɪnˠˈsˠiːnˠɪç],adj.,offensive
llioßunn,/ˈlɔsˠʊnˠ/,nnt.,widow
lliuallín,/ˈluə̯liːnʲ/,nf.,hill
lliuallín,/ˈluə̯liːnʲ/,nf.,slope
lliuallín,/ˈluə̯liːnʲ/,nf.,slant
lliua,/luə̯/,nnt.,thunder
lliuireubhaíonn,/lʊˌɾevˠaˈiːɔnˠ/ [lʊˈɾewiːnˠ],v.,test
lliuest,/lʊʃtʲ/,adj.,deliberate
llitíonn,/lɪˈtʲiːɔnˠ/ [ˈlɪtʲiːnˠ],v.,abandon
llitíonn,/lɪˈtʲiːɔnˠ/ [ˈlɪtʲiːnˠ],v.,desert
lleahiadzann,/ləu̯ˈhɪdˠʦanˠ/,v.,manipulate
lleaillín,/ˈlaliːnʲ/,nf.,membrane
lleal,/leɫ/,nm.,crystal
lleal,/leɫ/,nm.,prism
lleaem,/lamʲ/,nnt.,awe
lleaenín,/ˈlanʲiːnʲ/,nm.,axis
lleanséir,/leŋˈsˠeːiɾ/ [ˈleŋsˠeːɾ],nm.,place
lleanséir,/leŋˈsˠeːiɾ/ [ˈleŋsˠeːɾ],nm.,site
lleanséir,/leŋˈsˠeːiɾ/ [ˈleŋsˠeːɾ],nm.,scene
lleanséir,/leŋˈsˠeːiɾ/ [ˈleŋsˠeːɾ],nm.,location
lleanséir,/leŋˈsˠeːiɾ/ [ˈleŋsˠeːɾ],nm.,position (location)
lleareann,/ləu̯ˈɾəunˠ/,v.,reconcile
llear,/leʁ/,nnt.,wire
lleasceabuei,/ləu̯ʃˈcəu̯bˠaɪ̯/,nnt.,ferry
lleastaíonn,/ˌləu̯sˠtˠaˈiːɔnˠ/ [ˈləu̯sˠtˠiːnˠ],v.,intend
lleasí,/ˈləu̯ʃiː/,nf.,tornado
lleapann,/ˈlapˠanˠ/,v.,splash
lleapann,/ˈlapˠanˠ/,v.,spray
lleichtír,/ˈlaɪ̯çtʲiːɾ/,nf.,lip
lleizoeuig,/laɪ̯ˈʦɔʏg/,nf.,cell (biology)
lleiste,/ˈlaɪ̯ʃtʲe/,nm.,scandal
llei,/laɪ̯/,adj.,wild
lleofann,/ˈlɔfˠanˠ/,v.,rotate
lleochüsíonn,/ˌlɔxʏːˈʃiːɔnˠ/ [lɔˈxʏːʃiːnˠ],v.,wreck
lleochüsíonn,/ˌlɔxʏːˈʃiːɔnˠ/ [lɔˈxʏːʃiːnˠ],v.,ruin
lleochüsíonn,/ˌlɔxʏːˈʃiːɔnˠ/ [lɔˈxʏːʃiːnˠ],v.,spoil
lleozírlü,/leˈʦiːɾɫʏ/,adj.,dirty
lleonn,/ˈleɔnˠ/,v.,wait
lleonn,/ˈleɔnˠ/,v.,stay
lleonn,/ˈleɔnˠ/,v.,remain
lleonn,/ˈleɔnˠ/,v.,linger
lleonn,/ˈleɔnˠ/,v.,expect
lleonn,/ˈleɔnˠ/,v.,hope
ller,/leɾ/,nnt.,accent (of language)
lleudh,/levˠ/,nm.,oxygen
lleuapsaíonn,/ˌluə̯pˠsˠaˈiːɔnˠ/ [ˈluə̯pˠsˠiːnˠ],v.,complement
lleuechín,/ˈlʊçiːnʲ/,nm.,total
lleuechín,/ˈlʊçiːnʲ/,nm.,sum
lleuechín,/ˈlʊçiːnʲ/,nm.,amount
lleunsann,/ˈlʊŋsˠanˠ/,v.,open
lleunséir sór,/leŋˈsˠeːiɾ ʃoːʁ/ [ˈleŋsˠeːɾ ʃoːʁ],nf.,layout
lleutann,/ˈletˠanˠ/,v.,insure
lleutann,/ˈletˠanˠ/,v.,assure
lleutann,/ˈletˠanˠ/,v.,guarantee
llesín,/ˈleʃiːnʲ/,nm.,tunnel
llet,/letʲ/,adj.,static
llet,/letʲ/,adj.,passive
lletíonn,/leˈtʲiːɔnˠ/ [ˈletʲiːnˠ],nf.,hint
lle,/le/,nnt.,second (time)
lle,/le/,nnt.,moment
lleps,/lepʲʃ/,nnt.,spark
lloimh,/ɫɪmʲ/,nnt.,afternoon
lloinsög,/ˈɫɪɲʃøːg/,nf.,chick (girl)
lloeonaíonn,/ˌɫenˠaˈiːɔnˠ/ [ˈɫenˠiːnˠ],v.,embrace
lloeumpfán,/ˈɫɔʏ̯mˠpˠfˠæːnʲ/,nm.,basket
lloesán,/ˈɫɔʃæːnʲ/,nm.,lower class
llöbhéir,/ɫøːˈvˠeːiɾ/ [ˈɫøːweːɾ],nm.,cord
llölóir,/ɫøːˈloːiɾ/ [ˈɫøːloːɾ],nm.,cathedral
llölóir,/ɫøːˈloːiɾ/ [ˈɫøːloːɾ],nm.,temple
llua,/ɫuə̯/,adj.,cold
lluichöll,/ˈɫʊçøːl/,nnt.,chain
lluichöll,/ˈɫʊçøːl/,nnt.,bracelet
lluichöll,/ˈɫʊçøːl/,nnt.,link
lluisteann,/ɫɪʃˈtʲəunˠ/,v.,confirm
lluisteann,/ɫɪʃˈtʲəunˠ/,v.,validate
lluisteann,/ɫɪʃˈtʲəunˠ/,v.,verify
lluz,/ɫʊʦ/,nnt.,snake
llueaíonn,/ɫəu̯ˈiːɔnˠ/ [ˈɫəu̯iːnˠ],nnt.,need
lluíonn,/ɫʊˈiːɔnˠ/ [ɫiːnˠ],v.,inspire
lluíonn,/ɫʊˈiːɔnˠ/ [ɫiːnˠ],v.,influence
lluíonn,/ɫʊˈiːɔnˠ/ [ɫiːnˠ],v.,encourage
llüréir,/ɫʏːˈʁeːiɾ/ [ˈɫʏːʁeːɾ],nm.,stripe
llüréir,/ɫʏːˈʁeːiɾ/ [ˈɫʏːʁeːɾ],nm.,strip
llüróir,/lʏːˈɾoːiɾ/ [ˈlʏːɾoːɾ],nm.,cushion
llüstais,/ˈɫʏːsˠtˠɪʃ/,adj.,legal
llüst,/ɫʏːsˠtˠ/,nnt.,law
lláchteann,/læːçˈtʲəunˠ/,v.,imitate
lláchteann,/læːçˈtʲəunˠ/,v.,mimic
lláchteann,/læːçˈtʲəunˠ/,v.,mock
llánaíonn,/ˌlæːnˠaˈiːɔnˠ/ [ˈlæːnˠiːnˠ],v.,differ
llá,/læː/,nnt.,waiter
llégeann,/leːˈgəunˠ/,v.,close
llégeann,/leːˈgəunˠ/,v.,shut
lléllbiorír,/leːlˈbʲɔʁiːɾ/,nf.,parlor
lléllbiorír,/leːlˈbʲɔʁiːɾ/,nf.,salon
lléneuar,/ˈleːɲuə̯ʁ/,nnt.,sound
lléneuar,/ˈleːɲuə̯ʁ/,nnt.,noise
llérúir,/leːˈɾuːiɾ/ [ˈleːɾuːɾ],nm.,top
llérúir,/leːˈɾuːiɾ/ [ˈleːɾuːɾ],nm.,lid
llétín,/ˈleːtʲiːnʲ/,nm.,algorithm
llích,/liːx/,nnt.,paragraph
llídzeann,/liːdʲˈʒəunˠ/,v.,surpass
llídzeann,/liːdʲˈʒəunˠ/,v.,transcend
llídzeann,/liːdʲˈʒəunˠ/,v.,excel
llíbh,/liːvˠ/,nnt.,web
llíllheit,/liːɫˈhaɪtʲ/,nf.,sickness
llílliaunn,/liːˈlaʊnˠ/,nf.,twin
llíllín,/ˈɫiːliːnʲ/,nf.,shelter
llíllín,/ˈɫiːliːnʲ/,nf.,shield
llíllín,/ˈɫiːliːnʲ/,nf.,bunker
llíllín,/ˈɫiːliːnʲ/,nf.,armor
llíllír,/ˈliːɫiːɾ/,nf.,fetus
llíllír,/ˈliːɫiːɾ/,nf.,embryo
llíneuig,/liːˈɲɔʏg/,nf.,legend
llíonn,/ˈliːɔnˠ/ [liːnˠ],v.,feel (perceive, sense)
llíonn,/ˈliːɔnˠ/ [liːnˠ],v.,perceive
llíscús,/ˈliːʃcuːʃ/,nnt.,letter (of an alphabet)
llóf,/loːfˠ/,nm.,drink
llóf,/loːfˠ/,nm.,beverage
llóbh,/loːvˠ/,nm.,tool
llóbh,/loːvˠ/,nm.,appliance
llóbh,/loːvˠ/,nm.,machine
llólleann,/loːˈləunˠ/,v.,dine
llóltoeceuíonn,/loːɫˌtˠɔcʊˈiːɔnˠ/ [loːɫˈtˠɔciːnˠ],v.,envision
llónaíonn,/ˌɫoːnˠaˈiːɔnˠ/ [ˈɫoːnˠiːnˠ],v.,estimate
llóng,/ɫoːŋ/,nnt.,vent
llóníonn,/loːˈɲiːɔnˠ/ [ˈloːɲiːnˠ],v.,blame
llóníonn,/loːˈɲiːɔnˠ/ [ˈloːɲiːnˠ],v.,accuse
llóníonn,/loːˈɲiːɔnˠ/ [ˈloːɲiːnˠ],v.,attribute
llóníonú,/ˌloːɲiːˈɔnˠuː/ [loːˈɲiːnˠuː],adj.,guilty
llóste,/ˈloːʃtʲe/,nm.,mirror
llóps,/loːpˠsˠ/,adv.,together
llúf,/luːfˠ/,nnt.,task
llúf,/luːfˠ/,nnt.,chore
llúgóir,/luːˈɟoːiɾ/ [ˈluːɟoːɾ],nm.,fairy
llúzueuig,/luːˈʦɔʏg/,nf.,patriot
llúlín,/ˈluːliːnʲ/,nf.,score
llúnann,/ˈluːŋanˠ/,v.,humiliate
llún,/luːnʲ/,prep.,onto
ledh,/levʲ/,nnt.,stand
leaceaß,/ˈləu̯cesˠ/,nm.,silicone
leaißeann,/laˈʃəunˠ/,v.,smell (emit odor)
leaißeann,/laˈʃəunˠ/,v.,stink
lealleann,/ləu̯ˈləunˠ/,v.,shudder
lealleann,/ləu̯ˈləunˠ/,v.,shiver
leaes,/laʃ/,adv.,here
leamm,/ləu̯mˠ/,nm.,junk
leann,/ˈleanˠ/,v.,slash
leanéir,/leˈŋeːiɾ/ [ˈleŋeːɾ],nm.,life (lifetime)
leanúir,/leˈŋuːiɾ/ [ˈleŋuːɾ],nm.,section
leanúir,/leˈŋuːiɾ/ [ˈleŋuːɾ],nm.,compartment
leanúir,/leˈŋuːiɾ/ [ˈleŋuːɾ],nm.,piece
leaubheuraíonn,/laʊ̯ˌvʲʊʁaˈiːɔnˠ/ [laʊ̯ˈvʲʊʁiːnˠ],v.,arrive
leaubheuraíonn,/laʊ̯ˌvʲʊʁaˈiːɔnˠ/ [laʊ̯ˈvʲʊʁiːnˠ],v.,reach
leaustaíonn,/ˌlaʊ̯sˠtˠaˈiːɔnˠ/ [ˈlaʊ̯sˠtˠiːnˠ],v.,gasp
leaustaíonn,/ˌlaʊ̯sˠtˠaˈiːɔnˠ/ [ˈlaʊ̯sˠtˠiːnˠ],v.,pant
lea,/la/,nnt.,bridge
leapséir,/ləu̯pˠˈsˠeːiɾ/ [ˈləu̯pˠsˠeːɾ],nm.,steam
leapt,/lapˠtˠ/,nnt.,mail
leill,/laɪ̯l/,nnt.,spinach
len,/lenʲ/,adj.,pregnant
leozír,/ˈleʦiːɾ/,nf.,dirt
leordann,/ˈlɔʁdˠanˠ/,v.,situate
leufán,/ˈlɔʏ̯fʲæːnʲ/,nm.,goose
leubhann,/ˈlevˠanˠ/ [ˈlewanˠ],v.,grow
leuenín,/ˈlʊnʲiːnʲ/,nm.,glacier
leur,/lʊʁ/,nnt.,amateur
leupteann,/lɔʏ̯pʲˈtʲəunˠ/,v.,advertise
leupteann,/lɔʏ̯pʲˈtʲəunˠ/,v.,promote
letíonn,/leˈtʲiːɔnˠ/ [ˈletʲiːnˠ],v.,hint
letíonn,/leˈtʲiːɔnˠ/ [ˈletʲiːnˠ],v.,imply
loe,/ɫe/,nnt.,storm
loe,/ɫe/,nnt.,hurricane
löch,/løːx/,prep.,above
löleileaunn,/ˌløːlaɪ̯ˈlaʊnˠ/,nf.,shirt
löleileaunn,/ˌløːlaɪ̯ˈlaʊnˠ/,nf.,top (clothing)
löstueueg,/løːsˠˈtˠɔʏg/,nf.,flour
lö,/løː/,nnt.,toilet
löß,/løːsˠsˠ/,adj.,stable
löß,/løːsˠsˠ/,adj.,steady
löß,/løːsˠsˠ/,adj.,safe
lueabh,/ɫevˠ/,nm.,maze
lumhín,/ˈɫʊmˠiːnʲ/,nm.,diaper
luneu,/lʊˈnˠɔʏ/,pron.,our
luneu,/lʊˈnˠɔʏ/,pron.,ours (masc)
lünsín,/ˈɫʏːnʲʃiːnʲ/,nm.,history
lünsín,/ˈɫʏːnʲʃiːnʲ/,nm.,genetics
lüst,/ɫʏːsˠtˠ/,nf.,lawyer
lü,/ɫʏː/,nnt.,bone
lállín,/ˈlæːliːnʲ/,nf.,chord
lán,/laːnˠ/,pron.,our
lán,/laːnˠ/,pron.,ours (fem)
láß,/læːsˠ/,nm.,time
láß,/læːsˠ/,nm.,moment
láß,/læːsˠ/,nm.,tense
léroeueg,/leːˈʁɔʏg/,nf.,society
léseann,/leːˈʃəunˠ/,v.,foster
léseann,/leːˈʃəunˠ/,v.,adopt
lé,/leː/,adv.,less
lífheit,/liːfˠˈhaɪtʲ/,nm.,interior
líf,/liːfˠ/,adj.,internal
líd,/liːdˠ/,nm.,territory
líll,/liːɫ/,adj.,sick
líll,/liːɫ/,adj.,ill
líll,/liːɫ/,adj.,unwell
lístaiap,/liːsˠˈtˠɪapˠ/,adj.,instant
lí,/liː/,nnt.,west
líp,/liːpˠ/,nnt.,plane
lónaíonn,/ˌloːnˠaˈiːɔnˠ/ [ˈloːnˠiːnˠ],v.,spill
lónír,/ˈɫoːŋiːɾ/,nf.,horizon
lóseann,/loːˈʃəunˠ/,v.,patrol
lótaíonn,/ˌɫoːtˠaˈiːɔnˠ/ [ˈɫoːtˠiːnˠ],v.,stall
lúchúir,/luːˈçuːiɾ/ [ˈluːçuːɾ],nm.,will
lúleaunn,/luːˈlaʊnˠ/,nf.,supervisor
lúneann,/luːˈɲəunˠ/,v.,dispose
lútiaem,/ˈluːtʲamʲ/,adj.,tight
lú,/ɫuː/,adj.,yellow
lú,/ɫuː/,adj.,orange
lú,/ɫuː/,adj.,brown
efreacósíaud,/ˌefʲɾaˌkoːʃiːˈaʊdˠ/ [eˌfʲɾakoːˈʃiːʊdˠ],nnt.,trunk (of tree)
efreacósí,/ˌefʲɾaˈkoːʃiː/,nf.,stem
echlü,/ˈeçɫʏ/,adj.,bloody
echeann,/eˈçəunˠ/,v.,struggle
echeann,/eˈçəunˠ/,v.,wrestle
echt,/eçtʲ/,nnt.,fruit
echtán,/ˈeçtʲæːnʲ/,nm.,kitchen
echtán,/ˈeçtʲæːnʲ/,nm.,cuisine
ech,/eç/,nnt.,blood
ech fhucht,/eç hʊxtˠ/,nm.,vampire
ech canóir,/eç kaˈŋoːiɾ/ [eç ˈkaŋoːɾ],nm.,vein
echíonn,/eˈçiːɔnˠ/ [ˈeçiːnˠ],v.,bleed
ecler,/ˈecleɾ/,nnt.,fin (of fish)
edh,/evʲ/,nnt.,organ
eafaíonn,/ˌefˠaˈiːɔnˠ/ [ˈefˠiːnˠ],v.,crack
eachteasteann,/ˌəu̯çtʲəu̯ʃˈtʲəunˠ/,v.,peel
eacht,/extˠ/,adj.,blue
eacht,/əu̯xtˠ/,conj.,but
eachtíonn,/əu̯çˈtʲiːɔnˠ/ [ˈəu̯çtʲiːnˠ],v.,tackle
each,/əu̯x/,nm.,program
each,/əu̯ç/,prep.,through
eacuiap,/ˈekɪpˠ/,nm.,word
eacuiap,/ˈekɪpˠ/,nm.,name
eacuiap,/ˈekɪpˠ/,nm.,title
eacuiap,/ˈekɪpˠ/,nm.,phrase
ead,/əu̯dˠ/,nm.,cave
eablíc,/ˈəu̯bʲliːk/,nm.,business
eab,/əu̯bˠ/,nm.,dust
eagaíonn,/ˌeɟaˈiːɔnˠ/ [ˈeɟiːnˠ],v.,assault
eaz,/əu̯ʦ/,prep.,about
eaz,/əu̯ʦ/,prep.,concerning
eaz,/əu̯ʦ/,prep.,regarding
eazán,/ˈəu̯ʦæːnʲ/,nm.,cotton
eazúir,/əu̯ˈʦuːiɾ/ [ˈəu̯ʦuːɾ],nm.,bed
eallann,/ˈəu̯ɫanˠ/,v.,heal
eallann,/ˈəu̯ɫanˠ/,v.,cure
ealleann,/əu̯ˈləunˠ/,v.,hide
ealleann,/əu̯ˈləunˠ/,v.,lurk
eal,/əu̯ɫ/,nm.,television
ealéir,/əu̯ˈleːiɾ/ [ˈəu̯leːɾ],nm.,customer
ealéir,/əu̯ˈleːiɾ/ [ˈəu̯leːɾ],nm.,patron
eamhpfann,/ˈemˠpˠfˠanˠ/,v.,persuade
eamhpfann,/ˈemˠpˠfˠanˠ/,v.,convince
eamm,/emˠ/,nm.,water
eanaíonn,/ˌenˠaˈiːɔnˠ/ [ˈenˠiːnˠ],v.,nod
eanaíonn,/ˌeŋaˈiːɔnˠ/ [ˈeŋiːnˠ],v.,masturbate
eanheit,/enˠˈhaɪtʲ/,nm.,sadness
eann,/ˈeanˠ/,v.,arrest
eann,/ˈeanˠ/,v.,capture
eann,/ˈeanˠ/,v.,detain
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,search
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,look up
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,investigate
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,seek
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,inquire
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,examine
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,interrogate
eanoeansann,/eˈnˠenˠsˠanˠ/,v.,probe
ean,/əu̯ɲ/,adj.,sour
ean,/əu̯ɲ/,adj.,bitter
earlázeann,/ˌəu̯ɾlæːˈʒəunˠ/,nm.,runner
earlázeann,/ˌəu̯ɾlæːˈʒəunˠ/,v.,run
eartúir,/əu̯ʁˈtˠuːiɾ/ [ˈəu̯ʁtˠuːɾ],nm.,attic
easteann,/əu̯ʃˈtʲəunˠ/,v.,ride
eas,/əu̯ʃ/,num.,three
easí,/ˈəu̯ʃiː/,nf.,academy
easóir,/əu̯ˈʃoːiɾ/ [ˈəu̯ʃoːɾ],nm.,disgust
eatann,/ˈetˠanˠ/,v.,create
ea,/əu̯/,nnt.,party
eaíonn,/əu̯ˈiːɔnˠ/ [ˈəu̯iːnˠ],v.,go
eaíonn,/əu̯ˈiːɔnˠ/ [ˈəu̯iːnˠ],v.,pass
eap,/epˠ/,adj.,foreign
eaßaeueg,/esˠˈsˠɔʏg/,nf.,research
eaßueuegeann,/esˠˌsˠɔʏˈgəunˠ/,v.,research
eänaíonn,/eˌɛːnˠaˈiːɔnˠ/ [eˈɛːnˠiːnˠ],v.,hurt
eänaíonn,/eˌɛːnˠaˈiːɔnˠ/ [eˈɛːnˠiːnˠ],v.,injure
eänaíonn,/eˌɛːnˠaˈiːɔnˠ/ [eˈɛːnˠiːnˠ],v.,harm
ebhán,/ˈevʲæːnʲ/,nm.,comb
ebhán,/ˈevʲæːnʲ/,nm.,brush (for hair)
ebhán,/ˈevʲæːnʲ/,nm.,broom
ebiabrann,/eˈbʲɪbˠʁanˠ/,nm.,building
ebóc,/ˈebʲoːk/,nm.,banner
egín,/ˈegiːnʲ/,nm.,grandfather
ehrístheit,/ˌehʁiːsˠtˠˈhaɪtʲ/,nnt.,fat (bodily substance)
ehríst,/ˈehʁiːsˠtˠ/,adj.,fat
ehríst,/ˈehʁiːsˠtˠ/,adj.,broad
ehósír,/eˈhoːʃiːɾ/,nf.,fungus
ehósír,/eˈhoːʃiːɾ/,nf.,mold
eichaíonn,/ˌaɪ̯xaˈiːɔnˠ/ [ˈaɪ̯xiːnˠ],v.,inhabit
eich,/aɪ̯x/,det.,many
eichóir,/aɪ̯ˈçoːiɾ/ [ˈaɪ̯çoːɾ],nm.,pump
eid,/aɪ̯dˠ/,nm.,canoe
eib,/aɪ̯bˠ/,nm.,clause
eibóchtíonn,/ˌaɪ̯bʲoːçˈtʲiːɔnˠ/ [aɪ̯ˈbʲoːçtʲiːnˠ],v.,display
eibóchtíonn,/ˌaɪ̯bʲoːçˈtʲiːɔnˠ/ [aɪ̯ˈbʲoːçtʲiːnˠ],v.,demonstrate
eig,/aɪ̯g/,adj.,full
eizéir,/aɪ̯ˈʦeːiɾ/ [ˈaɪ̯ʦeːɾ],nm.,funeral
eizírlü,/aɪ̯ˈʦiːɾɫʏ/,adj.,possible
eizír,/ˈaɪ̯ʦiːɾ/,nf.,possibility
eizóir,/aɪ̯ˈʒoːiɾ/ [ˈaɪ̯ʒoːɾ],nm.,information
eizóir,/aɪ̯ˈʒoːiɾ/ [ˈaɪ̯ʒoːɾ],nm.,data
eizóir gráleifrünn,/aɪ̯ˈʒoːiɾ gɾæːˈlaɪ̯fˠʁʏːnˠ/ [ˈaɪ̯ʒoːɾ gɾæːˈlaɪ̯fˠʁʏːnˠ],nf.,archive
eiliaunuis,/ˌaɪ̯laˈʊnˠɪʃ/,adj.,technological
eilz,/aɪ̯ɫʦ/,nnt.,compost
eilz,/aɪ̯ɫʦ/,nnt.,fertilizer
eileaunn,/aɪ̯ˈlaʊnˠ/,nf.,technology
eilíonn,/aɪ̯ˈliːɔnˠ/ [ˈaɪ̯liːnˠ],v.,modify
einemh,/aˈɪnʲemʲ/,det.,to a
einemh,/aˈɪnʲemʲ/,det.,of a
eine,/aˈɪne/,det.,a
eine,/aˈɪnʲe/,det.,to a
einn,/aɪ̯nˠ/,nm.,speed
einn,/aɪ̯nˠ/,nm.,velocity
einög,/ˈaɪ̯ŋøːg/,nf.,slab
einög,/ˈaɪ̯ŋøːg/,nf.,brick
einög,/ˈaɪ̯ŋøːg/,nf.,loaf
einueuig,/aɪ̯ˈŋɔʏg/,nf.,key
ein,/ˈaɪnʲ/,det.,a
ein,/ˈaɪnʲ/,det.,to a
